Individual,Fitness,RobotStructure
0,3.016981235032762,"3.0,1.0,0.0,3.0,0.0|1.0,3.0,3.0,3.0,0.0|0.0,1.0,0.0,4.0,1.0|3.0,3.0,3.0,3.0,3.0|3.0,0.0,0.0,0.0,1.0"
1,2.5359066232018983,"3.0,0.0,1.0,0.0,0.0|1.0,3.0,3.0,3.0,0.0|0.0,1.0,4.0,4.0,3.0|3.0,3.0,3.0,3.0,1.0|3.0,2.0,0.0,0.0,1.0"
2,2.477435875842628,"3.0,1.0,0.0,0.0,0.0|0.0,2.0,3.0,3.0,0.0|0.0,2.0,4.0,4.0,2.0|0.0,3.0,3.0,3.0,1.0|3.0,4.0,0.0,0.0,3.0"
3,2.4724528278317153,"3.0,1.0,0.0,0.0,0.0|1.0,3.0,3.0,3.0,0.0|0.0,1.0,2.0,4.0,3.0|3.0,3.0,3.0,3.0,3.0|3.0,1.0,0.0,0.0,1.0"
4,2.4481624590068174,"3.0,1.0,0.0,0.0,0.0|1.0,3.0,3.0,0.0,0.0|0.0,1.0,2.0,4.0,3.0|0.0,3.0,3.0,3.0,3.0|3.0,1.0,0.0,0.0,3.0"
5,2.2856927342115063,"3.0,0.0,0.0,3.0,4.0|1.0,3.0,3.0,3.0,0.0|0.0,4.0,0.0,4.0,1.0|2.0,3.0,3.0,3.0,3.0|3.0,1.0,0.0,0.0,1.0"
6,2.264663665989058,"3.0,1.0,0.0,0.0,0.0|0.0,2.0,3.0,0.0,0.0|1.0,2.0,4.0,4.0,4.0|0.0,3.0,3.0,3.0,1.0|3.0,4.0,0.0,0.0,3.0"
7,2.262940352131383,"3.0,2.0,0.0,3.0,4.0|1.0,3.0,4.0,3.0,4.0|3.0,4.0,0.0,4.0,1.0|4.0,3.0,3.0,3.0,3.0|3.0,4.0,0.0,0.0,1.0"
8,2.2625067559706666,"3.0,0.0,0.0,4.0,0.0|1.0,3.0,3.0,3.0,0.0|0.0,1.0,2.0,4.0,3.0|3.0,3.0,3.0,2.0,3.0|3.0,0.0,0.0,0.0,2.0"
9,2.25304230747212,"3.0,0.0,0.0,1.0,0.0|1.0,3.0,3.0,3.0,0.0|0.0,3.0,0.0,4.0,1.0|3.0,3.0,3.0,3.0,3.0|3.0,1.0,2.0,0.0,3.0"
10,2.243609739488962,"3.0,0.0,0.0,3.0,4.0|1.0,3.0,4.0,3.0,4.0|3.0,4.0,0.0,4.0,1.0|0.0,3.0,3.0,3.0,3.0|3.0,1.0,0.0,0.0,1.0"
11,2.2390240827657157,"3.0,0.0,0.0,1.0,4.0|1.0,3.0,3.0,3.0,0.0|0.0,3.0,0.0,4.0,1.0|3.0,3.0,3.0,3.0,3.0|3.0,1.0,2.0,0.0,3.0"
