Individual,Fitness,RobotStructure
0,2.814220839973452,"0.0,0.0,3.0,3.0,0.0|1.0,3.0,2.0,3.0,2.0|0.0,3.0,0.0,1.0,4.0|4.0,3.0,4.0,3.0,3.0|3.0,1.0,2.0,0.0,2.0"
1,2.736292134576069,"4.0,1.0,1.0,2.0,1.0|2.0,2.0,0.0,3.0,3.0|4.0,3.0,2.0,3.0,4.0|0.0,1.0,4.0,1.0,4.0|0.0,4.0,0.0,3.0,4.0"
2,2.677234985556001,"1.0,3.0,0.0,4.0,0.0|2.0,1.0,3.0,4.0,2.0|0.0,4.0,0.0,2.0,4.0|4.0,3.0,2.0,3.0,2.0|3.0,4.0,3.0,0.0,2.0"
3,2.607749093744867,"1.0,0.0,3.0,4.0,0.0|1.0,3.0,1.0,3.0,3.0|2.0,1.0,0.0,1.0,4.0|4.0,3.0,1.0,3.0,3.0|3.0,4.0,2.0,0.0,2.0"
4,2.5589683603354283,"1.0,4.0,1.0,2.0,0.0|1.0,0.0,3.0,1.0,0.0|2.0,3.0,0.0,1.0,4.0|1.0,2.0,3.0,3.0,3.0|0.0,4.0,0.0,0.0,3.0"
5,2.42344642199367,"0.0,3.0,0.0,4.0,0.0|2.0,2.0,1.0,3.0,3.0|2.0,1.0,0.0,4.0,4.0|4.0,3.0,4.0,3.0,3.0|1.0,4.0,0.0,0.0,2.0"
6,2.2845375879991514,"4.0,0.0,1.0,2.0,0.0|1.0,0.0,0.0,3.0,3.0|1.0,3.0,2.0,3.0,4.0|0.0,1.0,4.0,1.0,4.0|0.0,4.0,0.0,4.0,0.0"
7,2.1651549067515767,"0.0,4.0,0.0,4.0,0.0|1.0,3.0,1.0,1.0,2.0|1.0,4.0,2.0,0.0,4.0|3.0,0.0,3.0,3.0,3.0|2.0,4.0,0.0,0.0,0.0"
8,2.0998711095202522,"1.0,0.0,0.0,4.0,0.0|2.0,4.0,3.0,4.0,2.0|2.0,4.0,0.0,2.0,4.0|3.0,3.0,3.0,1.0,2.0|4.0,4.0,3.0,0.0,2.0"
9,2.0865903051999783,"4.0,4.0,1.0,2.0,0.0|1.0,0.0,0.0,3.0,3.0|2.0,3.0,2.0,3.0,4.0|0.0,1.0,3.0,3.0,3.0|0.0,4.0,0.0,4.0,0.0"
